@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute outputs-1 {0,1,2,3}

@data
1633,'2018/01/18 19:44:53:641',5,0.034148,0.106125,0.060102,0.025412,0.010217,0.00358,0.003092,0.004723,0.004216,0.004244,0.00361,0.003016,0.0079,0.004273,0.007011,0.019673,0.009926,0.004268,0.008985,0.007548,0.002035,0.000802,0.000144,0.000114,0.000099,?
1634,'2018/01/18 19:44:53:653',5,0.065557,0.187647,0.056406,0.023214,0.00994,0.00238,0.002933,0.004449,0.003598,0.0039,0.003536,0.00439,0.00854,0.005283,0.007083,0.016548,0.008777,0.004998,0.009092,0.006864,0.002364,0.000768,0.000149,0.00009,0.000068,?
1635,'2018/01/18 19:44:53:669',5,0.056745,0.114314,0.069556,0.008942,0.006993,0.00247,0.002754,0.004719,0.004623,0.0049,0.002214,0.003084,0.010087,0.005323,0.006802,0.012028,0.012735,0.005516,0.010115,0.009109,0.002728,0.000826,0.00014,0.000079,0.000053,?
1636,'2018/01/18 19:44:53:676',5,0.065108,0.096289,0.05911,0.02371,0.00624,0.001853,0.002306,0.00347,0.006012,0.004355,0.002872,0.002954,0.009716,0.004812,0.005708,0.014595,0.010528,0.004218,0.010157,0.006514,0.002417,0.000687,0.00015,0.000084,0.00005,?
1637,'2018/01/18 19:44:53:688',5,0.060734,0.068631,0.027516,0.020995,0.009299,0.002158,0.004075,0.003146,0.004286,0.003174,0.003399,0.004193,0.012649,0.005048,0.007627,0.016,0.011362,0.00454,0.00781,0.006666,0.002165,0.000814,0.00015,0.000091,0.000045,?
1638,'2018/01/18 19:44:53:701',5,0.068103,0.078327,0.043309,0.017346,0.006191,0.001891,0.003625,0.003961,0.003702,0.003007,0.002848,0.003558,0.015118,0.004055,0.008031,0.023122,0.011485,0.004538,0.007213,0.009576,0.001986,0.000903,0.000143,0.000088,0.000045,?
1639,'2018/01/18 19:44:53:711',5,0.06407,0.078632,0.049932,0.027354,0.004373,0.002366,0.002802,0.003309,0.005446,0.00515,0.004635,0.00273,0.012368,0.004756,0.006621,0.017452,0.011406,0.003637,0.008064,0.008306,0.001791,0.000795,0.00015,0.000091,0.000048,?
1640,'2018/01/18 19:44:53:723',5,0.030637,0.107444,0.054948,0.032271,0.003295,0.002807,0.002237,0.004343,0.003515,0.005706,0.004054,0.003004,0.012623,0.005403,0.010767,0.019402,0.008342,0.003123,0.009057,0.005419,0.002104,0.000839,0.000143,0.000131,0.000075,?
1641,'2018/01/18 19:44:53:734',5,0.035606,0.128228,0.045728,0.011366,0.008288,0.002928,0.002971,0.004013,0.003018,0.00596,0.004316,0.003954,0.017094,0.004291,0.010698,0.017878,0.010018,0.003918,0.009885,0.005578,0.002027,0.000603,0.000138,0.000238,0.00017,?
1642,'2018/01/18 19:44:53:746',5,0.029825,0.141001,0.030672,0.022702,0.010978,0.002494,0.004399,0.003085,0.003987,0.003679,0.003095,0.003576,0.017043,0.006084,0.007236,0.017069,0.009918,0.00417,0.007423,0.005329,0.002107,0.00067,0.000133,0.000142,0.000114,?
1643,'2018/01/18 19:44:53:758',5,0.078113,0.115797,0.05871,0.038886,0.005318,0.002474,0.002753,0.002998,0.003084,0.005311,0.004041,0.002682,0.015,0.006546,0.007197,0.017791,0.011143,0.003833,0.005716,0.005514,0.002346,0.001972,0.002459,0.002308,0.001785,?
1644,'2018/01/18 19:44:53:769',5,0.072313,0.072576,0.061683,0.028926,0.006437,0.003387,0.005207,0.004023,0.004861,0.007705,0.0051,0.006461,0.014232,0.005612,0.010501,0.015545,0.012821,0.011272,0.013781,0.006605,0.011465,0.037057,0.045415,0.042544,0.035318,?
1645,'2018/01/18 19:44:53:781',5,0.049919,0.118832,0.047521,0.02992,0.007006,0.004128,0.003973,0.003428,0.005081,0.008816,0.007524,0.009512,0.013234,0.006286,0.013642,0.023733,0.012521,0.016269,0.017256,0.00749,0.020523,0.054335,0.063286,0.058899,0.051382,?
1646,'2018/01/18 19:44:53:796',5,0.053953,0.113378,0.046624,0.028327,0.004008,0.003198,0.0019,0.004433,0.00368,0.005391,0.005614,0.004958,0.010198,0.005445,0.00787,0.022591,0.013251,0.004683,0.009955,0.004519,0.005506,0.009917,0.010243,0.009514,0.008553,?
1647,'2018/01/18 19:44:53:808',5,0.085434,0.078711,0.057785,0.025736,0.008291,0.002103,0.003676,0.004337,0.002262,0.009268,0.006231,0.005452,0.006025,0.004921,0.008211,0.02384,0.012809,0.004529,0.009129,0.005675,0.002458,0.002991,0.002721,0.002812,0.001596,?
1648,'2018/01/18 19:44:53:816',5,0.06524,0.092445,0.078853,0.02459,0.006654,0.003245,0.005069,0.005149,0.001947,0.007361,0.003669,0.005174,0.008854,0.005715,0.012718,0.018534,0.010958,0.004062,0.008413,0.00491,0.002016,0.001626,0.002269,0.001674,0.001282,?
1649,'2018/01/18 19:44:53:828',5,0.042905,0.149729,0.061666,0.023442,0.005558,0.003253,0.003697,0.003713,0.003577,0.006326,0.004479,0.004874,0.009922,0.006721,0.012472,0.019177,0.012874,0.004472,0.009474,0.004271,0.002235,0.000986,0.001571,0.001163,0.001015,?
1650,'2018/01/18 19:44:53:842',5,0.040787,0.213041,0.045566,0.009851,0.009171,0.00235,0.005477,0.004937,0.005226,0.007394,0.00416,0.003963,0.013859,0.007168,0.008677,0.018211,0.015772,0.004346,0.009547,0.005619,0.001999,0.000984,0.001258,0.001453,0.000985,?
1651,'2018/01/18 19:44:53:851',5,0.061797,0.178119,0.070861,0.019458,0.009176,0.005046,0.004428,0.003409,0.006888,0.004992,0.005712,0.005724,0.018674,0.007298,0.008581,0.015576,0.016688,0.010001,0.013834,0.019918,0.027309,0.033921,0.048927,0.052423,0.036573,2
1652,'2018/01/18 19:44:53:868',5,0.041175,0.066939,0.050469,0.040684,0.015057,0.003895,0.008784,0.010061,0.010841,0.00986,0.014558,0.012392,0.018822,0.009664,0.009855,0.022888,0.032127,0.022521,0.028569,0.047343,0.063995,0.076872,0.109884,0.109854,0.079002,2
1653,'2018/01/18 19:44:53:874',5,0.049662,0.098365,0.057218,0.043902,0.009561,0.003674,0.010192,0.007247,0.006684,0.007153,0.009166,0.007721,0.015822,0.006623,0.010869,0.026346,0.016809,0.008678,0.016194,0.017389,0.019836,0.021982,0.029742,0.028336,0.020651,2
1654,'2018/01/18 19:44:53:887',5,0.043999,0.086318,0.072154,0.062022,0.009243,0.005273,0.007375,0.00583,0.004188,0.00634,0.005836,0.005451,0.016624,0.008202,0.015612,0.021757,0.015761,0.004757,0.011042,0.007149,0.004601,0.005102,0.005653,0.004862,0.003234,2
1655,'2018/01/18 19:44:53:897',5,0.112617,0.187461,0.062642,0.038928,0.007886,0.003594,0.005406,0.005082,0.005357,0.009708,0.004937,0.004366,0.019872,0.007041,0.013606,0.018678,0.021328,0.005085,0.012366,0.005868,0.00291,0.00314,0.003342,0.003053,0.002022,2
1656,'2018/01/18 19:44:53:909',5,0.095865,0.14712,0.056574,0.02808,0.008606,0.00421,0.005639,0.004561,0.00742,0.008871,0.004867,0.008914,0.023151,0.008946,0.011827,0.020486,0.022134,0.005141,0.014649,0.008361,0.002805,0.001977,0.002385,0.002581,0.001517,2
1657,'2018/01/18 19:44:53:926',5,0.109814,0.150171,0.061036,0.039888,0.0086,0.005661,0.00627,0.004995,0.012062,0.006892,0.006618,0.011835,0.024486,0.009829,0.011847,0.021668,0.019829,0.005214,0.012538,0.009445,0.003289,0.001841,0.002268,0.002667,0.001323,2
1658,'2018/01/18 19:44:53:932',5,0.072352,0.107901,0.069294,0.05199,0.013246,0.005509,0.00566,0.008757,0.007608,0.010795,0.00713,0.008334,0.022664,0.007818,0.015317,0.020106,0.018432,0.004235,0.014512,0.009116,0.003819,0.002466,0.003837,0.002445,0.001232,2
1659,'2018/01/18 19:44:53:943',5,0.091492,0.162972,0.077533,0.0347,0.011505,0.00751,0.005334,0.021792,0.01034,0.012339,0.012405,0.006395,0.019206,0.010198,0.014791,0.025136,0.020521,0.005313,0.014487,0.012163,0.004995,0.007561,0.008164,0.002258,0.001284,2
1660,'2018/01/18 19:44:53:955',5,0.088715,0.177693,0.064499,0.04066,0.010743,0.003396,0.009043,0.019551,0.0223,0.01101,0.013967,0.008791,0.02025,0.00936,0.016848,0.02998,0.020544,0.005423,0.013562,0.012236,0.004156,0.010301,0.010948,0.003056,0.001501,2
1661,'2018/01/18 19:44:53:967',5,0.080282,0.294842,0.092212,0.037208,0.010771,0.003353,0.008486,0.015362,0.020185,0.01694,0.011223,0.01357,0.027902,0.00925,0.015269,0.030339,0.022813,0.007538,0.015031,0.010824,0.005327,0.007814,0.011798,0.003463,0.002229,2
1662,'2018/01/18 19:44:53:978',5,0.061648,0.224119,0.078216,0.027395,0.012738,0.004891,0.007192,0.018356,0.012584,0.010301,0.011257,0.02191,0.024437,0.010123,0.016088,0.031515,0.019058,0.008268,0.015241,0.009106,0.006934,0.006248,0.010684,0.003217,0.002229,2
1663,'2018/01/18 19:44:53:990',5,0.071424,0.339185,0.063738,0.028106,0.015138,0.004279,0.009391,0.012246,0.009322,0.014565,0.010061,0.018097,0.026833,0.013475,0.016804,0.029873,0.025868,0.006264,0.017574,0.007824,0.005774,0.004262,0.007486,0.002073,0.001152,2
1664,'2018/01/18 19:44:54:001',5,0.040122,0.354658,0.079656,0.032205,0.009608,0.004548,0.009112,0.012398,0.010025,0.013292,0.008865,0.014124,0.030308,0.012362,0.0164,0.03211,0.02566,0.007827,0.021071,0.006388,0.004813,0.003409,0.005468,0.001209,0.000692,2
1665,'2018/01/18 19:44:54:013',5,0.060063,0.148844,0.064797,0.038571,0.017964,0.004688,0.004349,0.011812,0.013972,0.011245,0.007567,0.009884,0.042575,0.013152,0.018079,0.029373,0.024879,0.005688,0.017929,0.009488,0.004233,0.002011,0.002449,0.000714,0.000448,2
1666,'2018/01/18 19:44:54:025',5,0.06033,0.060931,0.074366,0.039041,0.01588,0.006783,0.008474,0.013681,0.010468,0.007796,0.008756,0.010135,0.038058,0.0114,0.014773,0.025309,0.01794,0.005795,0.013785,0.00929,0.003774,0.001455,0.001611,0.000406,0.000258,2
1667,'2018/01/18 19:44:54:043',5,0.077081,0.03942,0.066812,0.037066,0.007207,0.009257,0.009897,0.013032,0.00765,0.005574,0.01035,0.008797,0.01763,0.006503,0.018199,0.025094,0.016164,0.006656,0.014107,0.007334,0.003939,0.001528,0.000823,0.000343,0.000216,2
1668,'2018/01/18 19:44:54:048',5,0.079866,0.105495,0.075291,0.044483,0.012591,0.005786,0.006475,0.009618,0.008885,0.010232,0.007487,0.012175,0.019421,0.007621,0.014828,0.021486,0.018253,0.006733,0.013741,0.008097,0.003662,0.001552,0.00082,0.00067,0.000197,2
1669,'2018/01/18 19:44:54:060',5,0.045484,0.336578,0.087478,0.030546,0.010596,0.002956,0.005485,0.015218,0.008494,0.013093,0.009043,0.01834,0.026068,0.008799,0.014634,0.026565,0.018112,0.007629,0.012879,0.008251,0.003664,0.001794,0.001992,0.001029,0.000259,2
1670,'2018/01/18 19:44:54:071',5,0.05118,0.328352,0.070811,0.040427,0.014487,0.006046,0.005214,0.012623,0.009937,0.017688,0.012868,0.017701,0.016823,0.01348,0.017794,0.023698,0.025024,0.007065,0.011157,0.007526,0.004547,0.002519,0.005638,0.001812,0.000543,2
1671,'2018/01/18 19:44:54:083',5,0.08753,0.205542,0.146559,0.045274,0.011565,0.006147,0.007099,0.008905,0.010705,0.008335,0.009477,0.018055,0.021037,0.014181,0.017444,0.027195,0.017418,0.005639,0.014151,0.007704,0.00424,0.003058,0.006094,0.001426,0.000597,2
1672,'2018/01/18 19:44:54:096',5,0.08278,0.139102,0.143617,0.033435,0.013404,0.006414,0.007536,0.011444,0.011871,0.00723,0.008697,0.018482,0.024639,0.012767,0.013285,0.038031,0.018107,0.007052,0.014467,0.00603,0.004562,0.003518,0.00713,0.001388,0.000542,2
1673,'2018/01/18 19:44:54:106',5,0.064652,0.195418,0.085436,0.055593,0.010875,0.005752,0.008002,0.009929,0.01112,0.013698,0.009978,0.017545,0.019546,0.011322,0.015654,0.020894,0.018992,0.00865,0.011666,0.00805,0.005426,0.003398,0.007509,0.001214,0.000461,2
1674,'2018/01/18 19:44:54:117',5,0.082046,0.256879,0.080773,0.039807,0.012363,0.007296,0.005382,0.009492,0.013696,0.012675,0.012976,0.014293,0.016659,0.014003,0.016003,0.021019,0.02236,0.007515,0.011597,0.009089,0.005383,0.002574,0.005964,0.000856,0.000471,2
1675,'2018/01/18 19:44:54:129',5,0.048594,0.191499,0.102676,0.051296,0.014579,0.007779,0.00607,0.013718,0.01526,0.013947,0.010377,0.015815,0.020696,0.00973,0.016816,0.015553,0.020777,0.006067,0.015285,0.007399,0.004755,0.002672,0.005159,0.000761,0.00063,2
1676,'2018/01/18 19:44:54:143',5,0.06979,0.187608,0.06475,0.034773,0.012876,0.006073,0.010121,0.007576,0.012104,0.015265,0.014381,0.02001,0.026283,0.011049,0.022521,0.028302,0.024947,0.007846,0.013238,0.006098,0.006814,0.003374,0.005673,0.001108,0.000763,2
1677,'2018/01/18 19:44:54:152',5,0.0896,0.240742,0.070747,0.034244,0.012269,0.002556,0.010578,0.014416,0.009148,0.008882,0.010255,0.015468,0.020646,0.01123,0.016355,0.027347,0.026302,0.007533,0.011159,0.006246,0.004742,0.002116,0.003452,0.000804,0.000415,2
1678,'2018/01/18 19:44:54:164',5,0.118269,0.187833,0.053566,0.044899,0.014182,0.005176,0.007754,0.011041,0.012911,0.012269,0.007539,0.012403,0.029264,0.009686,0.016296,0.02245,0.021608,0.006648,0.011691,0.007649,0.003633,0.001696,0.001994,0.000516,0.000304,2
1679,'2018/01/18 19:44:54:175',5,0.092876,0.11917,0.07743,0.017763,0.020696,0.005562,0.008572,0.010972,0.012189,0.010649,0.00928,0.013244,0.029652,0.008836,0.017126,0.018058,0.015242,0.005517,0.011312,0.007079,0.003497,0.00132,0.001463,0.000357,0.000205,2
1680,'2018/01/18 19:44:54:196',5,0.08146,0.156042,0.099799,0.021487,0.024514,0.002186,0.004866,0.008309,0.01006,0.011264,0.012364,0.011842,0.019585,0.01095,0.018992,0.015051,0.011993,0.007518,0.010448,0.00902,0.00363,0.001062,0.000968,0.000258,0.000154,2
1681,'2018/01/18 19:44:54:199',5,0.074049,0.250433,0.050148,0.015012,0.020541,0.004395,0.005749,0.006706,0.006546,0.013286,0.007148,0.007133,0.012918,0.00969,0.014189,0.013234,0.015463,0.008596,0.012919,0.005898,0.003162,0.000878,0.000483,0.000209,0.000114,2
1682,'2018/01/18 19:44:54:210',5,0.071843,0.371469,0.084248,0.03969,0.027998,0.006561,0.007936,0.005313,0.005993,0.00742,0.004141,0.005567,0.018756,0.006819,0.016268,0.013031,0.014889,0.006354,0.013046,0.006773,0.00328,0.000775,0.000349,0.000187,0.000093,2
1683,'2018/01/18 19:44:54:230',5,0.090933,0.294968,0.077338,0.027287,0.019818,0.004042,0.007444,0.008276,0.007829,0.004345,0.003982,0.007468,0.022776,0.005463,0.016341,0.01432,0.011455,0.005789,0.009854,0.006014,0.002492,0.00079,0.000361,0.000192,0.000094,2
1684,'2018/01/18 19:44:54:234',5,0.072333,0.122316,0.086906,0.037772,0.010264,0.005395,0.008201,0.00699,0.00999,0.004138,0.005295,0.010187,0.020314,0.00877,0.019122,0.018238,0.013538,0.008081,0.009702,0.005237,0.002595,0.000822,0.000462,0.000212,0.000094,2
1685,'2018/01/18 19:44:54:245',5,0.082879,0.253852,0.064686,0.055402,0.018752,0.004436,0.007029,0.004558,0.01474,0.007761,0.005697,0.008963,0.013611,0.010205,0.015068,0.016071,0.013917,0.006301,0.011546,0.007281,0.002503,0.000815,0.000531,0.000224,0.000099,2
1686,'2018/01/18 19:44:54:261',5,0.070191,0.272548,0.072741,0.033207,0.019608,0.005211,0.00428,0.007925,0.008736,0.009042,0.007654,0.009031,0.023571,0.009894,0.015081,0.01885,0.01258,0.006332,0.00881,0.008255,0.0022,0.000872,0.0005,0.000224,0.000088,2
1687,'2018/01/18 19:44:54:269',5,0.074885,0.353382,0.124375,0.026948,0.017684,0.004853,0.006735,0.010724,0.00631,0.007206,0.006913,0.009053,0.026084,0.004726,0.016535,0.022779,0.01159,0.005315,0.007596,0.006945,0.00176,0.000777,0.000438,0.000166,0.000078,2
1688,'2018/01/18 19:44:54:280',5,0.094847,0.239856,0.09032,0.020793,0.006224,0.002607,0.009436,0.007789,0.00903,0.008878,0.007705,0.006207,0.022024,0.006839,0.009521,0.017379,0.014392,0.00485,0.007704,0.005731,0.001736,0.000485,0.000308,0.000177,0.000077,2
1689,'2018/01/18 19:44:54:296',5,0.162247,0.360548,0.101929,0.027929,0.015991,0.004887,0.008038,0.007987,0.008059,0.007011,0.005697,0.003288,0.019371,0.008204,0.012174,0.014627,0.01484,0.007943,0.010676,0.00506,0.0019,0.003597,0.001946,0.002142,0.002058,2
1690,'2018/01/18 19:44:54:303',5,0.071012,0.22743,0.097989,0.024023,0.018483,0.004823,0.009575,0.006485,0.010084,0.008276,0.012734,0.008957,0.013168,0.008685,0.021155,0.028699,0.014085,0.09412,0.09118,0.010383,0.012697,0.059363,0.032243,0.033371,0.032942,2
1691,'2018/01/18 19:44:54:315',5,0.076486,0.195751,0.072754,0.040818,0.020998,0.006075,0.004478,0.00653,0.011523,0.012905,0.016913,0.01222,0.010832,0.009407,0.026643,0.04097,0.015308,0.126252,0.123403,0.013227,0.018506,0.078828,0.043463,0.042061,0.04231,2
1692,'2018/01/18 19:44:54:328',5,0.119886,0.323121,0.047678,0.031495,0.00982,0.007742,0.003755,0.007811,0.007782,0.008755,0.006986,0.006809,0.009269,0.009996,0.013196,0.017648,0.014921,0.02265,0.023709,0.006728,0.00425,0.013104,0.007426,0.006752,0.006259,2
1693,'2018/01/18 19:44:54:342',5,0.043788,0.362131,0.042539,0.030597,0.008915,0.004607,0.005843,0.007698,0.006638,0.005342,0.005025,0.006459,0.016405,0.010541,0.014484,0.016601,0.013457,0.011022,0.011193,0.005917,0.002164,0.004467,0.00313,0.002732,0.001975,2
1694,'2018/01/18 19:44:54:359',5,0.176791,0.561725,0.088599,0.030407,0.016048,0.004631,0.006521,0.005723,0.007543,0.005279,0.007506,0.005917,0.01784,0.008366,0.015587,0.013443,0.0125,0.007179,0.008112,0.005587,0.001613,0.003357,0.002336,0.00217,0.001282,2
1695,'2018/01/18 19:44:54:361',5,0.132305,0.671046,0.141266,0.05115,0.014718,0.005193,0.003587,0.006862,0.005608,0.007726,0.006223,0.008885,0.013749,0.007791,0.018522,0.013574,0.011509,0.004394,0.008346,0.004672,0.001417,0.00208,0.001204,0.001468,0.001061,2
1696,'2018/01/18 19:45:08:803',6,0.072763,0.131571,0.066232,0.032989,0.026872,0.130434,0.088615,0.038586,0.012557,0.008619,0.006567,0.01042,0.008089,0.008099,0.017853,0.018802,0.006108,0.003424,0.001763,0.001865,0.001233,0.000727,0.000429,0.00021,0.00012,3
1697,'2018/01/18 19:45:08:804',6,0.117086,0.21128,0.101661,0.035291,0.029129,0.139743,0.09715,0.037016,0.014911,0.008847,0.007374,0.007824,0.008313,0.008654,0.018813,0.019817,0.01432,0.033723,0.037207,0.018922,0.019301,0.023089,0.013409,0.018834,0.019031,3
1698,'2018/01/18 19:45:08:824',6,0.115617,0.232024,0.095194,0.040908,0.044709,0.143458,0.087715,0.025951,0.016742,0.010608,0.013287,0.01495,0.008274,0.019972,0.054825,0.068842,0.056492,0.132727,0.129061,0.065064,0.072028,0.089538,0.044764,0.069584,0.066959,3
1699,'2018/01/18 19:45:08:828',6,0.191902,0.203251,0.129732,0.033262,0.0341,0.123497,0.078362,0.02321,0.011959,0.008599,0.008117,0.011755,0.006715,0.010531,0.027644,0.035961,0.030692,0.06471,0.058445,0.02773,0.034308,0.043631,0.018504,0.032458,0.028523,3
1700,'2018/01/18 19:45:08:839',6,0.210231,0.221885,0.116501,0.032315,0.030116,0.095203,0.075843,0.015922,0.008883,0.005846,0.006133,0.00711,0.006506,0.005053,0.023342,0.011984,0.007822,0.007097,0.010968,0.004826,0.005181,0.007409,0.003732,0.005684,0.002674,3
1701,'2018/01/18 19:45:08:851',6,0.117083,0.286381,0.080362,0.031912,0.029011,0.089486,0.067841,0.014471,0.010137,0.008323,0.003668,0.00622,0.005137,0.006179,0.014863,0.01048,0.006417,0.005082,0.008379,0.00355,0.003676,0.003504,0.003053,0.002943,0.001583,3
1702,'2018/01/18 19:45:08:863',6,0.107603,0.266148,0.102683,0.039791,0.027792,0.071266,0.053477,0.006923,0.008691,0.009379,0.005874,0.005749,0.003957,0.004037,0.007102,0.008064,0.015855,0.008182,0.011365,0.004536,0.002891,0.002984,0.002096,0.002289,0.001237,3
1703,'2018/01/18 19:45:08:876',6,0.04702,0.248833,0.124575,0.03541,0.021611,0.0571,0.042027,0.009718,0.007817,0.008184,0.006584,0.004429,0.005289,0.004088,0.004942,0.006423,0.029761,0.012477,0.015762,0.004612,0.00275,0.002676,0.002004,0.001719,0.000834,3
1704,'2018/01/18 19:45:08:886',6,0.094858,0.337843,0.116323,0.030214,0.01961,0.044799,0.026178,0.01269,0.009877,0.003665,0.00562,0.004177,0.004186,0.004963,0.003645,0.003061,0.009893,0.004506,0.005292,0.001844,0.001193,0.001761,0.000853,0.001309,0.000552,3
1705,'2018/01/18 19:45:08:897',6,0.118796,0.423837,0.103188,0.033184,0.022189,0.04791,0.017063,0.015138,0.010097,0.003908,0.007055,0.006119,0.005172,0.004314,0.00331,0.002424,0.003528,0.002354,0.003852,0.001203,0.000759,0.000896,0.000356,0.000698,0.000415,3
1706,'2018/01/18 19:45:08:910',6,0.135628,0.358417,0.114835,0.026013,0.017792,0.037292,0.017312,0.013264,0.010018,0.004147,0.008363,0.006222,0.008276,0.003675,0.003141,0.002778,0.002369,0.001847,0.002451,0.000904,0.00069,0.000683,0.000364,0.00032,0.000286,3
1707,'2018/01/18 19:45:08:920',6,0.124826,0.174675,0.083443,0.050876,0.017487,0.031795,0.019239,0.00785,0.009871,0.003585,0.007539,0.003972,0.003227,0.002961,0.002969,0.002172,0.000903,0.001485,0.0011,0.000745,0.000639,0.000494,0.000349,0.000246,0.000141,3
1708,'2018/01/18 19:45:08:932',6,0.130227,0.171253,0.083869,0.036563,0.015903,0.023853,0.020165,0.01003,0.006775,0.004199,0.005736,0.003681,0.00429,0.00415,0.003145,0.001982,0.001334,0.001425,0.000976,0.000869,0.000631,0.000453,0.000329,0.000219,0.000097,3
1709,'2018/01/18 19:45:08:944',6,0.126836,0.125798,0.05461,0.030397,0.017201,0.032493,0.021425,0.01255,0.005856,0.00501,0.005561,0.003121,0.005484,0.004111,0.003276,0.002258,0.001268,0.001339,0.001333,0.000895,0.0006,0.000524,0.000288,0.000222,0.000084,3
1710,'2018/01/18 19:45:08:955',6,0.096187,0.19149,0.057626,0.019006,0.018993,0.029425,0.017713,0.00817,0.006962,0.007217,0.00688,0.004035,0.004706,0.004224,0.002597,0.001368,0.001643,0.000916,0.000981,0.000654,0.000532,0.00047,0.000284,0.000184,0.000084,3
1711,'2018/01/18 19:45:08:975',6,0.12003,0.29792,0.0847,0.035133,0.016963,0.02312,0.015565,0.007597,0.008704,0.005173,0.006561,0.003933,0.004083,0.004074,0.003449,0.001893,0.001318,0.00127,0.00101,0.000814,0.000497,0.000507,0.000305,0.000201,0.000088,3
1712,'2018/01/18 19:45:08:979',6,0.070352,0.278727,0.066698,0.026448,0.013355,0.015716,0.012945,0.006816,0.005593,0.006981,0.004107,0.006813,0.005307,0.003078,0.002669,0.001923,0.001457,0.000966,0.000965,0.000757,0.000505,0.000468,0.000307,0.000197,0.00009,3
1713,'2018/01/18 19:45:08:990',6,0.045971,0.418678,0.06973,0.04856,0.018463,0.024523,0.011618,0.00917,0.006473,0.005942,0.005775,0.004675,0.004375,0.003518,0.003966,0.001844,0.001052,0.001095,0.000916,0.000972,0.00061,0.000464,0.000329,0.000182,0.000088,3
1714,'2018/01/18 19:45:09:008',6,0.053716,0.261572,0.095801,0.052932,0.015698,0.022632,0.011495,0.006834,0.009577,0.004483,0.005065,0.005134,0.003154,0.003528,0.003745,0.001972,0.001002,0.001214,0.001088,0.000942,0.000695,0.000479,0.000385,0.000192,0.000093,3
1715,'2018/01/18 19:45:09:013',6,0.04193,0.230541,0.103573,0.032587,0.023475,0.01817,0.009054,0.009116,0.006736,0.005454,0.005093,0.004328,0.002573,0.002957,0.003083,0.001809,0.001164,0.000852,0.000862,0.000829,0.000638,0.000476,0.000411,0.000211,0.000104,3
1716,'2018/01/18 19:45:09:025',6,0.075742,0.279592,0.053291,0.044038,0.013749,0.013713,0.009267,0.007748,0.004351,0.005291,0.003542,0.004495,0.002703,0.002429,0.002102,0.001903,0.001582,0.001092,0.001107,0.000716,0.00067,0.000463,0.000346,0.000232,0.000118,3
1717,'2018/01/18 19:45:09:039',6,0.080712,0.363464,0.121036,0.022192,0.012126,0.015486,0.008817,0.006249,0.004083,0.006659,0.004427,0.00642,0.003354,0.003928,0.002434,0.002018,0.001579,0.001251,0.00144,0.000828,0.000674,0.000461,0.000323,0.000227,0.000117,3
1718,'2018/01/18 19:45:09:048',6,0.053354,0.214432,0.166157,0.028993,0.017699,0.018589,0.009119,0.01114,0.004406,0.005681,0.005274,0.008346,0.003196,0.003747,0.002248,0.001934,0.001253,0.001514,0.001965,0.001298,0.000773,0.000497,0.000373,0.000253,0.000114,3
1719,'2018/01/18 19:45:09:061',6,0.068119,0.131243,0.050067,0.044207,0.016248,0.014601,0.009076,0.013391,0.006856,0.006314,0.00491,0.007324,0.003555,0.002971,0.002458,0.00176,0.001493,0.001322,0.001226,0.001025,0.000711,0.000505,0.0004,0.000238,0.000102,3
1720,'2018/01/18 19:45:09:076',6,0.151254,0.138441,0.075369,0.021234,0.016779,0.014148,0.012181,0.010453,0.005883,0.006122,0.00494,0.005348,0.004012,0.002979,0.00235,0.001813,0.001477,0.001395,0.001202,0.000934,0.000592,0.000466,0.000336,0.000229,0.000106,3
1721,'2018/01/18 19:45:09:083',6,0.175719,0.202241,0.101717,0.027455,0.019238,0.01614,0.011024,0.011377,0.010092,0.006977,0.006978,0.00441,0.004541,0.003089,0.002373,0.001936,0.000954,0.00112,0.001202,0.000845,0.000664,0.000434,0.000316,0.000193,0.000111,3
1722,'2018/01/18 19:45:09:095',6,0.087173,0.200604,0.099262,0.025344,0.014026,0.01803,0.010782,0.005482,0.011971,0.005082,0.004829,0.005102,0.005515,0.002707,0.002404,0.001662,0.001298,0.001193,0.001074,0.000721,0.000642,0.000561,0.000323,0.000189,0.000102,3
1723,'2018/01/18 19:45:09:107',6,0.083595,0.204038,0.08483,0.019506,0.007843,0.013522,0.01098,0.003787,0.009099,0.00492,0.004252,0.004476,0.003106,0.002803,0.00289,0.001771,0.001598,0.001037,0.000961,0.000609,0.000481,0.00041,0.00034,0.000191,0.000081,3
