@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute outputs-1 {0,1,2,3}

@data
390,'2018/01/18 19:42:04:146',1,0.158241,0.175174,0.097695,0.031762,0.010775,0.003498,0.007751,0.009364,0.004135,0.009407,0.008186,0.008892,0.012117,0.00633,0.009759,0.017997,0.00839,0.003837,0.009507,0.003506,0.001685,0.001135,0.001032,0.00049,0.000424,?
391,'2018/01/18 19:42:04:161',1,0.124139,0.374009,0.098712,0.044723,0.004544,0.003697,0.009263,0.005054,0.003805,0.006003,0.008833,0.008644,0.014696,0.007375,0.009802,0.020038,0.008517,0.003633,0.008464,0.003838,0.001449,0.000755,0.000955,0.00039,0.000311,?
392,'2018/01/18 19:42:04:169',1,0.069654,0.33778,0.093128,0.02703,0.010913,0.004847,0.004218,0.008016,0.008261,0.005127,0.004184,0.011098,0.018074,0.006344,0.008805,0.019182,0.009097,0.004526,0.006355,0.003615,0.001221,0.00069,0.000577,0.000304,0.000247,?
393,'2018/01/18 19:42:04:180',1,0.073024,0.226586,0.076108,0.028404,0.005363,0.00381,0.002432,0.0054,0.011149,0.005771,0.006994,0.008014,0.016215,0.011577,0.007275,0.015027,0.00728,0.004246,0.007462,0.00294,0.001205,0.000636,0.000428,0.000204,0.000189,?
394,'2018/01/18 19:42:04:194',1,0.131356,0.226695,0.069345,0.045877,0.003509,0.002489,0.002961,0.004026,0.007183,0.003881,0.008324,0.006094,0.01547,0.008699,0.006152,0.013299,0.005253,0.004083,0.00697,0.001892,0.001111,0.000571,0.000352,0.000171,0.000143,?
395,'2018/01/18 19:42:04:204',1,0.171644,0.27772,0.068276,0.026969,0.007939,0.002567,0.003708,0.005181,0.006803,0.004417,0.006722,0.004164,0.011471,0.005805,0.007306,0.010693,0.005344,0.003877,0.006301,0.002411,0.000985,0.00053,0.000349,0.000167,0.000135,?
396,'2018/01/18 19:42:04:215',1,0.074945,0.153017,0.087412,0.030285,0.010886,0.005803,0.002964,0.005108,0.003808,0.004642,0.007406,0.007283,0.009061,0.004993,0.007821,0.010782,0.005342,0.002737,0.007225,0.002169,0.000848,0.000507,0.000322,0.000195,0.000118,?
397,'2018/01/18 19:42:04:227',1,0.041555,0.096495,0.076635,0.045657,0.011479,0.004598,0.005515,0.005447,0.004322,0.005999,0.010185,0.008451,0.008184,0.004533,0.008835,0.009263,0.006362,0.00303,0.009184,0.002838,0.001,0.000532,0.000354,0.000265,0.0002,?
398,'2018/01/18 19:42:04:243',1,0.061196,0.207048,0.069542,0.055019,0.006631,0.00621,0.005874,0.006597,0.004592,0.00491,0.005529,0.00671,0.013919,0.00553,0.010055,0.012606,0.006318,0.002587,0.008811,0.002588,0.001189,0.000523,0.000331,0.000223,0.000156,?
399,'2018/01/18 19:42:04:250',1,0.082556,0.317291,0.082937,0.049382,0.013035,0.006848,0.006156,0.004191,0.00436,0.007071,0.00476,0.008597,0.010741,0.00573,0.006977,0.012006,0.007782,0.007772,0.006683,0.002402,0.00119,0.001553,0.001228,0.000533,0.000211,?
400,'2018/01/18 19:42:04:262',1,0.139258,0.240294,0.27857,0.106274,0.087342,0.011996,0.011873,0.00672,0.008311,0.010311,0.007628,0.010929,0.021459,0.008628,0.013779,0.016853,0.034419,0.070519,0.007054,0.004223,0.004443,0.013122,0.010874,0.004708,0.001035,?
401,'2018/01/18 19:42:04:273',1,0.160869,1,1,0.640521,0.721237,0.020885,0.023665,0.008051,0.005755,0.006414,0.007666,0.009724,0.029725,0.053301,0.055202,0.026661,0.03671,0.082967,0.00664,0.005594,0.008305,0.02245,0.015017,0.006046,0.00102,?
402,'2018/01/18 19:42:04:285',1,0.108331,1,1,0.661915,1,0.054146,0.079247,0.013492,0.008224,0.00662,0.012888,0.012342,0.037688,0.211101,0.184321,0.048838,0.01783,0.068265,0.008094,0.004829,0.006096,0.019578,0.007666,0.002385,0.001019,?
403,'2018/01/18 19:42:04:297',1,0.174985,1,1,0.218856,1,0.054347,0.166301,0.023072,0.00932,0.026335,0.043143,0.08174,0.049086,0.310134,0.291786,0.086768,0.023686,0.094526,0.014563,0.004541,0.006587,0.024621,0.008749,0.004374,0.002557,?
404,'2018/01/18 19:42:04:311',1,0.16837,1,1,0.307388,1,0.089266,0.262637,0.08364,0.042564,0.11495,0.117716,0.193247,0.086674,0.290066,0.345355,0.174254,0.015161,0.088185,0.066691,0.019698,0.003689,0.057679,0.022067,0.00591,0.003934,?
405,'2018/01/18 19:42:04:326',1,0.173595,1,1,0.248225,1,0.156788,0.640634,0.132396,0.094715,0.2402,0.156485,0.229458,0.116431,0.251522,0.270884,0.173116,0.010288,0.113814,0.119768,0.047978,0.003338,0.085143,0.041259,0.011969,0.006388,?
406,'2018/01/18 19:42:04:332',1,0.391869,1,1,0.197686,1,0.158194,1,0.081111,0.147482,0.207057,0.139367,0.173228,0.174529,0.130104,0.188917,0.055515,0.012577,0.09133,0.11669,0.08463,0.002553,0.05231,0.040664,0.018167,0.00573,?
407,'2018/01/18 19:42:04:343',1,0.453811,1,1,0.162483,0.741932,0.130761,1,0.132016,0.267929,0.133427,0.169429,0.205662,0.221509,0.072893,0.168267,0.093262,0.012248,0.084856,0.091563,0.082831,0.003933,0.029696,0.034359,0.013594,0.006025,?
408,'2018/01/18 19:42:04:355',1,0.499656,1,1,0.152119,0.517158,0.084295,1,0.129144,0.37342,0.19821,0.22905,0.228067,0.204577,0.10774,0.136426,0.087798,0.013819,0.095445,0.088486,0.094124,0.007649,0.030529,0.029486,0.006922,0.009821,?
409,'2018/01/18 19:42:04:367',1,0.672452,1,1,0.116072,0.671428,0.156318,1,0.412641,0.358255,0.336101,0.241476,0.164615,0.142467,0.138982,0.103718,0.051145,0.012333,0.103977,0.058184,0.063238,0.010356,0.037065,0.030885,0.009747,0.009294,?
410,'2018/01/18 19:42:04:379',1,0.654748,1,1,0.334856,0.937995,0.562145,1,1,0.256817,0.446688,0.392779,0.373816,0.323442,0.112123,0.158355,0.036254,0.015189,0.087949,0.045,0.047335,0.007671,0.042497,0.030336,0.012313,0.010184,?
411,'2018/01/18 19:42:04:390',1,0.41132,1,1,0.700029,1,0.990833,0.922193,1,0.370223,0.346588,0.503004,0.559332,0.632741,0.101114,0.137374,0.043822,0.017269,0.085278,0.027379,0.037865,0.003863,0.028339,0.020701,0.008355,0.007847,?
412,'2018/01/18 19:42:04:409',1,0.264571,1,1,1,1,1,0.433921,0.757091,0.441841,0.329555,0.505643,0.576259,0.547471,0.123512,0.13461,0.051889,0.018359,0.054041,0.014292,0.033863,0.001877,0.012058,0.013481,0.005075,0.004311,?
413,'2018/01/18 19:42:04:413',1,0.218004,1,1,1,0.918533,0.576792,0.284924,0.380638,0.231247,0.24828,0.29769,0.385345,0.226582,0.07719,0.101998,0.044665,0.012747,0.038596,0.011858,0.014806,0.003456,0.016515,0.011285,0.007081,0.00398,?
414,'2018/01/18 19:42:04:424',1,0.32834,1,0.760568,0.660233,0.289551,0.146626,0.16509,0.1811,0.107426,0.154351,0.116909,0.113033,0.083294,0.050735,0.037999,0.02936,0.010661,0.028707,0.015441,0.009981,0.016583,0.032224,0.021476,0.022309,0.01252,?
415,'2018/01/18 19:42:04:443',1,0.149706,0.850459,0.433824,0.343105,0.254014,0.145947,0.182976,0.233186,0.078427,0.093929,0.078035,0.0609,0.0739,0.03353,0.014005,0.017556,0.010226,0.031358,0.018144,0.026059,0.045242,0.072392,0.050568,0.044652,0.021726,?
416,'2018/01/18 19:42:04:448',1,0.051971,0.384772,0.543957,0.150501,0.280761,0.069945,0.127416,0.243128,0.106912,0.063954,0.069063,0.062117,0.068983,0.015946,0.014634,0.021664,0.01045,0.037626,0.031379,0.031932,0.041889,0.057519,0.042616,0.03976,0.017741,?
417,'2018/01/18 19:42:04:459',1,0.09492,0.352431,0.193334,0.125188,0.166596,0.047976,0.165022,0.22118,0.087048,0.039493,0.078154,0.059817,0.055942,0.010082,0.014308,0.016413,0.007632,0.010508,0.011139,0.010848,0.012638,0.012201,0.010607,0.009822,0.004618,?
418,'2018/01/18 19:42:04:479',1,0.173591,0.262744,0.149744,0.166385,0.16781,0.091867,0.147677,0.216421,0.058518,0.052913,0.050176,0.046094,0.035813,0.012765,0.012495,0.018235,0.011216,0.037487,0.009987,0.008269,0.008288,0.012256,0.009425,0.007973,0.002135,?
419,'2018/01/18 19:42:04:482',1,0.198041,0.436445,0.181237,0.146714,0.15546,0.06696,0.072369,0.255856,0.057732,0.067988,0.06102,0.056052,0.019289,0.014912,0.020533,0.022149,0.017402,0.097699,0.061013,0.039613,0.065765,0.06709,0.078876,0.050238,0.010454,?
420,'2018/01/18 19:42:04:494',1,0.16625,0.395837,0.166713,0.161409,0.065635,0.078473,0.105443,0.229838,0.099019,0.110458,0.059522,0.038862,0.018115,0.02275,0.028921,0.039973,0.019469,0.147803,0.195483,0.090064,0.126474,0.131554,0.15844,0.09041,0.022317,?
421,'2018/01/18 19:42:04:511',1,0.113997,0.58756,0.080432,0.104598,0.060842,0.124404,0.089771,0.106383,0.066218,0.0528,0.05064,0.043185,0.019169,0.110755,0.040823,0.079716,0.015164,0.112396,0.252022,0.091987,0.137549,0.144272,0.123137,0.08273,0.028593,?
422,'2018/01/18 19:42:04:517',1,0.184676,0.635056,0.340431,0.17962,0.089836,0.118087,0.100479,0.067991,0.051667,0.015074,0.025522,0.029578,0.030425,0.158854,0.051229,0.059769,0.016773,0.100052,0.145661,0.068183,0.088055,0.085442,0.082495,0.055705,0.017254,?
423,'2018/01/18 19:42:04:529',1,0.174947,1,1,0.422049,0.554693,0.117184,0.122111,0.108003,0.054938,0.021202,0.018542,0.023561,0.039191,0.10042,0.075547,0.045311,0.011808,0.035282,0.069714,0.036976,0.039747,0.03467,0.035065,0.023866,0.007954,?
424,'2018/01/18 19:42:04:545',1,0.170942,1,1,0.237745,1,0.085598,0.17462,0.071731,0.033555,0.022733,0.027353,0.048245,0.063365,0.177189,0.16045,0.024216,0.010114,0.044297,0.039036,0.017252,0.016065,0.017266,0.012566,0.006984,0.002935,?
425,'2018/01/18 19:42:04:559',1,0.198082,1,1,0.205127,1,0.052499,0.266217,0.063033,0.018665,0.024126,0.023929,0.069455,0.140742,0.174358,0.278863,0.032112,0.011078,0.047584,0.019749,0.007013,0.009531,0.008545,0.009277,0.004419,0.001992,?
426,'2018/01/18 19:42:04:564',1,0.253695,0.719318,1,0.281106,1,0.085237,0.29775,0.07438,0.027562,0.034179,0.017661,0.085973,0.151905,0.159509,0.216699,0.040594,0.010964,0.030455,0.009458,0.004098,0.005709,0.00623,0.009225,0.003517,0.001665,?
427,'2018/01/18 19:42:04:575',1,0.562259,1,1,0.68135,1,0.128222,0.210864,0.083879,0.045242,0.037135,0.019139,0.065249,0.068908,0.079005,0.162482,0.024409,0.008552,0.018298,0.009254,0.002876,0.003048,0.005217,0.006717,0.001933,0.000939,?
428,'2018/01/18 19:42:04:587',1,0.558554,1,1,1,1,0.150892,0.107949,0.057751,0.035273,0.027939,0.022774,0.035006,0.032159,0.039842,0.081786,0.012051,0.00556,0.010225,0.006642,0.003114,0.00202,0.003035,0.004504,0.00173,0.000334,?
429,'2018/01/18 19:42:04:598',1,0.285609,0.671037,0.567056,0.960942,0.454353,0.137516,0.081673,0.06283,0.043286,0.051741,0.024839,0.021585,0.024801,0.032558,0.030181,0.013394,0.004742,0.00505,0.005033,0.002969,0.00168,0.001636,0.005977,0.002965,0.000216,?
430,'2018/01/18 19:42:04:610',1,0.191226,0.532556,0.222929,0.278264,0.310635,0.074317,0.043747,0.0332,0.036081,0.040306,0.020074,0.017626,0.022299,0.01875,0.01571,0.012595,0.00506,0.005623,0.004802,0.002689,0.001005,0.000857,0.002057,0.001086,0.00015,?
431,'2018/01/18 19:42:04:622',1,0.186766,0.237573,0.189909,0.148799,0.249945,0.051155,0.040312,0.020936,0.017379,0.015436,0.009815,0.013416,0.023139,0.015151,0.012162,0.013558,0.005738,0.004364,0.003991,0.00232,0.000945,0.000725,0.000591,0.000291,0.000101,?
432,'2018/01/18 19:42:04:644',1,0.166703,0.243605,0.245978,0.110367,0.134421,0.017344,0.033633,0.014845,0.01338,0.013334,0.009886,0.012234,0.019603,0.014477,0.009782,0.012054,0.005467,0.003903,0.004735,0.00225,0.000888,0.000543,0.000425,0.00021,0.000101,?
433,'2018/01/18 19:42:04:645',1,0.12835,0.248914,0.271225,0.085219,0.100021,0.027217,0.019811,0.015595,0.008992,0.011734,0.010078,0.007839,0.025446,0.014354,0.009465,0.011914,0.005148,0.004563,0.005103,0.002034,0.001043,0.000602,0.000894,0.000497,0.000139,?
434,'2018/01/18 19:42:04:657',1,0.237761,0.171459,0.1389,0.090147,0.061686,0.055233,0.052844,0.042609,0.116592,0.090188,0.024579,0.011479,0.019136,0.010896,0.009516,0.009188,0.006254,0.003268,0.004833,0.001663,0.001432,0.001227,0.021824,0.012552,0.004621,?
435,'2018/01/18 19:42:04:679',1,0.166967,0.326081,0.154078,0.105074,0.12107,0.080887,0.089308,0.081286,0.304882,0.341238,0.074771,0.016407,0.024685,0.014445,0.009993,0.009728,0.005429,0.003198,0.004236,0.001989,0.005583,0.004231,0.046946,0.029004,0.013626,?
436,'2018/01/18 19:42:04:681',1,0.09717,0.454224,0.25932,0.136923,0.180672,0.14729,0.122648,0.074308,0.193244,0.517623,0.343868,0.074971,0.021026,0.017753,0.01118,0.015093,0.004716,0.00612,0.003245,0.001979,0.01569,0.011352,0.030129,0.020439,0.010782,?
437,'2018/01/18 19:42:04:692',1,0.067235,0.325619,0.215032,0.154236,0.35614,0.18733,0.169925,0.116713,0.124338,0.36268,0.464455,0.22959,0.040685,0.020044,0.016824,0.015447,0.011447,0.00778,0.003022,0.005481,0.019999,0.013766,0.027485,0.020622,0.010614,?
438,'2018/01/18 19:42:04:703',1,0.101412,0.180925,0.122974,0.120737,0.182674,0.098644,0.151936,0.091327,0.052432,0.141943,0.153266,0.369094,0.106346,0.058345,0.058841,0.074443,0.036044,0.006754,0.005096,0.018281,0.040065,0.022247,0.019831,0.017278,0.010108,?
439,'2018/01/18 19:42:04:715',1,0.162179,0.184465,0.114388,0.098788,0.085131,0.051633,0.073032,0.057082,0.040299,0.066488,0.063005,0.194291,0.167066,0.127663,0.170134,0.318312,0.085581,0.010828,0.006034,0.018223,0.03709,0.023913,0.018926,0.013251,0.007372,?
440,'2018/01/18 19:42:04:729',1,0.15469,0.161064,0.117207,0.076309,0.042911,0.048166,0.049264,0.025697,0.052475,0.051452,0.06421,0.149101,0.189527,0.126349,0.168253,0.346973,0.197029,0.029733,0.008462,0.014008,0.025034,0.026729,0.018226,0.011457,0.004751,?
441,'2018/01/18 19:42:04:745',1,0.08166,0.255311,0.248583,0.073063,0.052435,0.054602,0.048293,0.016277,0.04908,0.065351,0.094268,0.102515,0.252538,0.067661,0.135629,0.1523,0.165778,0.062513,0.008956,0.009777,0.015837,0.019379,0.013376,0.007367,0.002311,?
442,'2018/01/18 19:42:04:749',1,0.139179,0.576218,0.684225,0.482119,0.535074,0.168656,0.066819,0.048958,0.025489,0.040622,0.055319,0.127308,0.1315,0.034228,0.059439,0.079952,0.083603,0.082032,0.01108,0.006015,0.006951,0.008136,0.006893,0.003535,0.001006,?
443,'2018/01/18 19:42:04:763',1,0.2505,1,1,1,1,0.312726,0.086771,0.081572,0.053293,0.076039,0.126569,0.385478,0.199498,0.075987,0.099317,0.073441,0.088653,0.097484,0.011068,0.004043,0.003113,0.00617,0.003892,0.002799,0.000537,?
444,'2018/01/18 19:42:04:779',1,0.337611,1,1,1,1,0.912233,0.128998,0.145239,0.098565,0.14056,0.154265,0.455442,0.415897,0.353355,0.434203,0.258407,0.173398,0.129442,0.014934,0.002989,0.001886,0.004801,0.00249,0.002568,0.000399,?
445,'2018/01/18 19:42:04:784',1,0.319459,1,0.657875,1,0.706904,1,0.142538,0.100828,0.066036,0.14478,0.10342,0.180402,0.347378,0.438557,0.766414,0.319605,0.146728,0.079087,0.011236,0.002124,0.000973,0.001684,0.001193,0.001984,0.000247,?
446,'2018/01/18 19:42:04:797',1,0.353287,1,0.554297,1,0.294048,0.910258,0.103727,0.033657,0.031222,0.075033,0.066618,0.119779,0.178442,0.27751,0.745998,0.218795,0.078925,0.045887,0.008172,0.00196,0.000899,0.000847,0.000618,0.000864,0.000212,?
447,'2018/01/18 19:42:04:812',1,0.241364,0.889714,0.837231,1,0.343798,0.5041,0.050754,0.033483,0.027317,0.042704,0.047473,0.050269,0.080735,0.121578,0.503727,0.216751,0.042607,0.02638,0.00758,0.002085,0.001094,0.000967,0.000581,0.000412,0.000163,?
448,'2018/01/18 19:42:04:829',1,0.162158,0.520273,0.7587,0.970515,0.222188,0.248503,0.039482,0.025165,0.013989,0.026966,0.0316,0.032794,0.068279,0.048092,0.187938,0.10028,0.019129,0.009615,0.004911,0.002051,0.001471,0.001303,0.000538,0.000984,0.000773,?
449,'2018/01/18 19:42:04:831',1,0.08096,0.319856,0.304748,0.480728,0.082857,0.110778,0.024019,0.015838,0.009581,0.019116,0.017011,0.026392,0.081515,0.041566,0.066829,0.037464,0.006512,0.005353,0.004465,0.002477,0.001656,0.001614,0.000707,0.001119,0.000992,?
450,'2018/01/18 19:42:04:845',1,0.065819,0.323971,0.131608,0.319939,0.145424,0.105788,0.027076,0.016856,0.007528,0.015924,0.011311,0.02235,0.037886,0.03002,0.072396,0.021718,0.006138,0.003442,0.004534,0.002216,0.001474,0.001026,0.000502,0.000462,0.000236,?
451,'2018/01/18 19:42:04:861',1,0.08815,0.350567,0.159636,0.245328,0.069626,0.057312,0.024012,0.014697,0.009222,0.012359,0.005924,0.017356,0.029755,0.026825,0.057969,0.015484,0.007057,0.003727,0.004011,0.001742,0.001682,0.000933,0.000443,0.000235,0.000136,?
452,'2018/01/18 19:42:04:866',1,0.08666,0.231974,0.083977,0.184211,0.058273,0.039256,0.022828,0.013073,0.012756,0.009017,0.008025,0.013754,0.031488,0.023137,0.034545,0.014059,0.005076,0.003962,0.003908,0.001746,0.001458,0.000787,0.000491,0.000203,0.000118,?
453,'2018/01/18 19:42:04:877',1,0.142033,0.256214,0.076426,0.188744,0.079794,0.035475,0.021014,0.014716,0.010223,0.008577,0.005529,0.01006,0.036762,0.023558,0.020919,0.009731,0.006523,0.003509,0.003349,0.001645,0.001248,0.000744,0.000389,0.0002,0.000091,?
454,'2018/01/18 19:42:04:889',1,0.123829,0.183181,0.112352,0.105962,0.060705,0.02174,0.015756,0.008338,0.007683,0.010621,0.008994,0.007473,0.02038,0.014881,0.016348,0.007512,0.006738,0.00335,0.002881,0.001674,0.000958,0.000675,0.00042,0.000208,0.000085,?
455,'2018/01/18 19:42:04:900',1,0.086953,0.264843,0.080915,0.105387,0.041897,0.020475,0.014365,0.008804,0.012811,0.011023,0.008336,0.008858,0.01306,0.010009,0.015053,0.009593,0.005577,0.003698,0.003655,0.009198,0.008228,0.00316,0.001996,0.001167,0.000185,?
456,'2018/01/18 19:42:04:912',1,0.086405,0.251956,0.058115,0.076077,0.061766,0.01727,0.018915,0.011057,0.012692,0.008261,0.010379,0.014733,0.022623,0.009596,0.017686,0.045577,0.027794,0.01023,0.008725,0.037361,0.036065,0.01963,0.013303,0.007413,0.00146,?
457,'2018/01/18 19:42:04:926',1,0.167846,0.169271,0.115333,0.080274,0.042328,0.017516,0.015685,0.006515,0.00674,0.006917,0.011754,0.014955,0.021915,0.013452,0.021133,0.060675,0.031573,0.013912,0.008018,0.033569,0.035261,0.03563,0.015181,0.010492,0.002559,?
458,'2018/01/18 19:42:04:935',1,0.147588,0.214707,0.138115,0.038963,0.023599,0.019088,0.012022,0.007356,0.007481,0.005653,0.006107,0.008978,0.014617,0.012368,0.016967,0.034661,0.02189,0.015609,0.006212,0.024461,0.027337,0.040265,0.013609,0.014107,0.002855,?
459,'2018/01/18 19:42:04:947',1,0.111034,0.216262,0.090237,0.058868,0.034006,0.016568,0.007031,0.009301,0.013391,0.007412,0.005691,0.009527,0.015973,0.010938,0.012372,0.043829,0.042916,0.015922,0.007796,0.030191,0.029037,0.032158,0.012692,0.012768,0.003384,?
460,'2018/01/18 19:42:04:960',1,0.07424,0.196389,0.130162,0.105432,0.046688,0.021991,0.004858,0.008027,0.013681,0.008373,0.009571,0.011983,0.017058,0.008672,0.011585,0.040002,0.050325,0.019613,0.009802,0.032444,0.032023,0.033647,0.012732,0.009861,0.002875,?
461,'2018/01/18 19:42:04:977',1,0.040343,0.313162,0.117472,0.09269,0.028991,0.026451,0.008279,0.003787,0.0096,0.00938,0.00923,0.007498,0.021476,0.008941,0.012054,0.036287,0.058656,0.027699,0.013217,0.026415,0.029206,0.025601,0.011678,0.008971,0.001981,?
462,'2018/01/18 19:42:04:982',1,0.098499,0.200331,0.097922,0.07006,0.010806,0.020633,0.009157,0.004096,0.006712,0.009658,0.008686,0.009689,0.017942,0.012949,0.012586,0.025444,0.044642,0.022646,0.014486,0.030759,0.017529,0.020813,0.01172,0.008127,0.001816,?
463,'2018/01/18 19:42:04:993',1,0.18335,0.243456,0.098066,0.078713,0.010391,0.014156,0.007465,0.007689,0.008383,0.006004,0.009749,0.009044,0.009339,0.010268,0.010946,0.021709,0.035023,0.023614,0.012065,0.024745,0.024983,0.024186,0.015544,0.008878,0.002553,?
464,'2018/01/18 19:42:05:005',1,0.201874,0.151089,0.06041,0.028997,0.008608,0.009117,0.007266,0.005379,0.007271,0.005432,0.008587,0.007158,0.006687,0.009016,0.008462,0.018862,0.021655,0.025342,0.015861,0.027584,0.027123,0.024295,0.018273,0.009585,0.003552,?
465,'2018/01/18 19:42:05:016',1,0.14239,0.153224,0.043268,0.041776,0.016486,0.009535,0.007069,0.005253,0.009759,0.00574,0.005981,0.009489,0.010361,0.00766,0.008204,0.01722,0.026655,0.01749,0.027986,0.032797,0.022058,0.023507,0.012938,0.007919,0.004088,?
466,'2018/01/18 19:42:05:028',1,0.195659,0.327641,0.063382,0.072564,0.022402,0.010819,0.007079,0.005503,0.010536,0.003847,0.004034,0.007204,0.015087,0.006807,0.010427,0.013394,0.020947,0.017314,0.02599,0.030043,0.020587,0.016282,0.007702,0.005076,0.001994,?
467,'2018/01/18 19:42:05:040',1,0.123251,0.213469,0.239515,0.272344,0.078821,0.015916,0.010669,0.009834,0.005422,0.003871,0.009009,0.005802,0.015711,0.005958,0.011042,0.012098,0.014755,0.013114,0.021517,0.017592,0.011563,0.007461,0.003954,0.002634,0.000772,?
468,'2018/01/18 19:42:05:051',1,0.14987,0.676269,0.428363,1,0.136394,0.078494,0.014211,0.011988,0.006123,0.005273,0.008821,0.005569,0.011872,0.007024,0.01279,0.024268,0.015649,0.015909,0.021363,0.007324,0.005071,0.003595,0.001688,0.00252,0.000279,?
469,'2018/01/18 19:42:05:063',1,0.215308,0.825893,0.46015,1,0.131032,0.180809,0.017515,0.009467,0.008769,0.008216,0.006552,0.007955,0.013192,0.012551,0.045566,0.103495,0.041464,0.029652,0.011474,0.003258,0.001597,0.001485,0.001273,0.00391,0.000125,?
470,'2018/01/18 19:42:05:075',1,0.172462,1,0.235149,1,0.286915,0.173744,0.022482,0.012117,0.012139,0.010219,0.005513,0.008998,0.01664,0.016264,0.124406,0.258696,0.083416,0.041033,0.00914,0.002772,0.000934,0.001121,0.001235,0.003518,0.000106,?
471,'2018/01/18 19:42:05:086',1,0.098153,1,0.611961,1,0.463664,0.057854,0.048855,0.009481,0.009751,0.012529,0.010217,0.01505,0.01283,0.048525,0.28802,0.406805,0.088906,0.046624,0.008486,0.002187,0.000681,0.000892,0.000949,0.002262,0.000109,?
472,'2018/01/18 19:42:05:098',1,0.116093,0.642753,0.921394,1,0.961629,0.101822,0.047344,0.013917,0.009622,0.016158,0.013867,0.013036,0.015004,0.075182,0.441176,0.420818,0.070184,0.038682,0.006352,0.002129,0.000659,0.000658,0.000445,0.000843,0.000107,?
473,'2018/01/18 19:42:05:109',1,0.124434,0.501774,1,0.973026,1,0.186523,0.045567,0.01771,0.01362,0.013742,0.014322,0.015371,0.01762,0.095442,0.351585,0.241121,0.029359,0.023193,0.003707,0.001345,0.000582,0.000525,0.000371,0.000455,0.000101,?
474,'2018/01/18 19:42:05:124',1,0.174652,0.324281,1,0.702917,1,0.3585,0.102926,0.017899,0.011297,0.017685,0.012675,0.024128,0.031934,0.121528,0.254814,0.105824,0.016344,0.027983,0.003917,0.0013,0.000711,0.000528,0.000448,0.000333,0.000111,?
475,'2018/01/18 19:42:05:133',1,0.230227,0.44256,0.88228,0.516011,0.947372,0.470237,0.11057,0.027708,0.023115,0.017297,0.016529,0.04408,0.029832,0.124659,0.256748,0.107904,0.010026,0.023406,0.00298,0.00116,0.000819,0.000602,0.000416,0.000259,0.000105,?
